-0.323736,-0.152612,-0.404538,-0.098843,-0.418875,-0.345619,-0.26158,-0.087131,-0.309617,0.402667,-0.226401,-0.586021,-0.219337,-0.160831,-0.153918,-0.240525,-0.125952,0.354769,-0.841794,0.840173,-0.460397,-0.062324,-0.263754,-0.252347,-0.397529,-0.404719,-0.270574,-0.307964,-0.167334,-0.273521,-0.201088,-0.160737,-0.183383,-0.164878,-0.273981,-0.308119,-0.390748,-0.119074,-0.214182,-0.205119,-0.137761,-0.162525,-0.247813,-0.173979,-0.317221,-0.156194,-0.066107,-0.143831,-0.221597,-0.627137,-0.263628,-0.218389,-0.249817,0.073885,-0.035065,4.047215
-0.323736,-0.176671,-0.500173,-0.098843,-0.445376,-0.345619,-0.26158,-0.3156,-0.309617,-0.413934,-0.226401,-0.605923,-0.219337,-0.160831,-0.153918,-0.307656,-0.373432,-0.363102,-0.88087,-0.144193,-0.578082,-0.062324,-0.263754,-0.252347,-0.407436,-0.404719,-0.270574,-0.307964,-0.167334,-0.273521,-0.201088,-0.160737,-0.183383,-0.164878,-0.273981,-0.308119,-0.390748,-0.119074,-0.214182,-0.205119,-0.137761,-0.162525,-0.247813,-0.173979,-0.317221,-0.156194,-0.066107,-0.143831,-0.221597,-0.645314,-0.263628,14.015267,-0.349091,-0.286159,-0.099647,-0.320838
1.76352,-0.176671,2.273232,-0.098843,0.190645,-0.345619,-0.26158,-0.3156,-0.309617,-0.413934,-0.226401,-0.605923,-0.219337,-0.160831,-0.153918,0.336806,-0.373432,-0.363102,1.552989,-0.144193,0.764915,-0.062324,-0.263754,-0.252347,-0.407436,-0.404719,-0.270574,-0.307964,-0.167334,-0.273521,-0.201088,-0.160737,-0.183383,-0.164878,-0.273981,-0.308119,-0.390748,-0.119074,-0.214182,-0.205119,-0.137761,-0.162525,-0.247813,-0.173979,0.077321,-0.156194,-0.066107,-0.143831,-0.221597,-0.236334,-0.263628,6.576996,-0.349091,-0.286159,-0.09463,-0.258182
-0.323736,-0.176671,0.857839,-0.098843,-0.140616,-0.345619,-0.26158,-0.3156,0.773907,0.12269,0.808357,1.284736,-0.219337,-0.160831,-0.153918,0.001149,-0.373432,-0.363102,1.245966,0.987828,0.245715,-0.062324,-0.263754,-0.252347,-0.407436,-0.404719,-0.270574,-0.307964,-0.167334,-0.273521,-0.201088,-0.160737,-0.183383,-0.164878,-0.273981,-0.308119,-0.390748,-0.119074,-0.214182,-0.205119,-0.137761,-0.162525,-0.247813,-0.173979,-0.317221,-0.156194,-0.066107,-0.143831,-0.221597,-0.149994,-0.263628,2.431695,-0.138864,-0.286159,-0.032855,0.538451
-0.323736,-0.176671,0.111889,-0.098843,0.415902,2.609298,0.43092,1.146603,-0.309617,-0.413934,-0.226401,-0.287496,0.746618,-0.160831,-0.153918,0.121985,0.418506,-0.363102,0.391882,-0.144193,1.671784,-0.062324,-0.263754,1.404894,-0.407436,-0.404719,-0.270574,-0.307964,-0.167334,-0.273521,-0.201088,-0.160737,-0.183383,-0.164878,-0.273981,-0.308119,-0.390748,-0.119074,-0.214182,-0.205119,-0.137761,-0.162525,-0.247813,-0.173979,-0.054193,-0.156194,-0.066107,-0.143831,-0.221597,-0.168171,-0.263628,-0.529651,0.573574,-0.286159,-0.088728,-0.24028
-0.323736,-0.176671,-0.500173,-0.098843,9.744209,-0.345619,-0.26158,-0.3156,-0.309617,-0.413934,-0.226401,-0.605923,-0.219337,-0.160831,-0.153918,-0.307656,-0.373432,-0.363102,-0.88087,-0.144193,-0.578082,-0.062324,-0.263754,-0.252347,-0.407436,-0.404719,-0.270574,-0.307964,-0.167334,-0.273521,-0.201088,-0.160737,-0.183383,-0.164878,-0.273981,-0.308119,-0.390748,-0.119074,-0.214182,-0.205119,-0.137761,-0.162525,-0.247813,-0.173979,-0.317221,-0.156194,-0.066107,-0.143831,-0.221597,2.026689,-0.263628,-0.529651,-0.349091,-0.286159,-0.099647,-0.320838
-0.323736,-0.176671,0.857839,-0.098843,-0.140616,-0.345619,-0.26158,-0.3156,0.773907,0.12269,0.808357,1.284736,-0.219337,-0.160831,-0.153918,0.001149,-0.373432,-0.363102,1.245966,0.987828,0.245715,-0.062324,-0.263754,-0.252347,-0.407436,-0.404719,-0.270574,-0.307964,-0.167334,-0.273521,-0.201088,-0.160737,-0.183383,-0.164878,-0.273981,-0.308119,-0.390748,-0.119074,-0.214182,-0.205119,-0.137761,-0.162525,-0.247813,-0.173979,-0.317221,-0.156194,-0.066107,-0.143831,-0.221597,-0.149994,-0.263628,2.431695,-0.138864,-0.286159,-0.032855,0.538451
-0.323736,-0.176671,-0.500173,-0.098843,-0.445376,-0.345619,1.902482,-0.3156,-0.309617,-0.413934,-0.226401,0.389161,-0.219337,-0.160831,-0.153918,-0.307656,-0.373432,-0.363102,1.910253,-0.144193,0.806451,-0.062324,-0.263754,-0.252347,-0.407436,-0.404719,-0.270574,-0.307964,-0.167334,-0.273521,-0.201088,-0.160737,-0.183383,-0.164878,-0.273981,-0.308119,-0.390748,-0.119074,-0.214182,-0.205119,-0.137761,-0.162525,-0.247813,-0.173979,-0.317221,-0.156194,-0.066107,-0.143831,-0.221597,-0.645314,-0.263628,-0.209662,-0.349091,-0.286159,-0.051509,0.225169
-0.106314,-0.176671,0.054508,-0.098843,-0.140616,0.427205,-0.153377,-0.3156,-0.309617,-0.413934,2.697915,0.210046,-0.219337,-0.160831,-0.153918,0.712743,-0.101204,-0.155297,-0.026786,1.283138,0.321864,-0.062324,0.754401,0.006597,-0.407436,-0.404719,-0.270574,-0.307964,-0.167334,-0.273521,-0.201088,-0.160737,-0.183383,-0.164878,-0.273981,-0.308119,-0.390748,-0.119074,-0.214182,-0.205119,-0.137761,-0.162525,-0.247813,-0.173979,-0.317221,-0.156194,-0.066107,-0.143831,-0.145175,-0.059109,-0.263628,-0.232934,1.163378,-0.286159,-0.088751,-0.258182
-0.323736,-0.176671,0.111889,-0.098843,0.402652,2.563838,0.43092,1.146603,-0.309617,-0.413934,-0.226401,-0.287496,0.746618,-0.160831,-0.153918,0.121985,0.418506,-0.363102,0.3863,-0.144193,1.664861,-0.062324,-0.263754,1.404894,-0.407436,-0.404719,-0.270574,-0.307964,-0.167334,-0.273521,-0.201088,-0.160737,-0.183383,-0.164878,-0.273981,-0.308119,-0.390748,-0.119074,-0.214182,-0.205119,-0.137761,-0.162525,-0.247813,-0.173979,0.208835,-0.156194,-0.066107,-0.143831,-0.221597,-0.172715,-0.263628,-0.529651,0.567734,-0.286159,-0.088728,-0.24028
